Date,Open,High,Low,Close,Adj Close,Volume
2018-09-10,11.020000,11.030000,10.920000,11.000000,11.000000,4768000
2018-09-11,10.990000,11.040000,10.950000,10.950000,10.950000,5176800
2018-09-12,10.970000,11.070000,10.930000,11.040000,11.040000,4095300
2018-09-13,11.070000,11.150000,10.990000,11.140000,11.140000,6593000
2018-09-14,11.200000,11.230000,11.120000,11.170000,11.170000,3484300
2018-09-17,11.100000,11.110000,11.000000,11.050000,11.050000,3538900
2018-09-18,10.990000,11.050000,10.940000,11.040000,11.040000,4641100
2018-09-19,11.070000,11.150000,11.000000,11.120000,11.120000,4902800
2018-09-20,11.100000,11.180000,11.090000,11.100000,11.100000,3827600
2018-09-21,11.210000,11.350000,11.180000,11.290000,11.290000,9469200
2018-09-24,11.270000,11.480000,11.220000,11.360000,11.360000,5480300
2018-09-25,11.430000,11.520000,11.430000,11.450000,11.450000,5755600
2018-09-26,11.550000,11.570000,11.360000,11.390000,11.390000,5651400
2018-09-27,11.420000,11.540000,11.310000,11.360000,11.360000,5518700
2018-09-28,11.440000,11.520000,11.420000,11.440000,11.440000,6999600
2018-10-01,11.530000,11.540000,11.420000,11.450000,11.450000,2762900
2018-10-02,11.420000,11.490000,11.270000,11.310000,11.310000,6134300
2018-10-03,11.370000,11.440000,11.330000,11.390000,11.390000,3206200
2018-10-04,11.260000,11.310000,11.200000,11.290000,11.290000,6371300
2018-10-05,11.240000,11.260000,11.160000,11.190000,11.190000,4950500
2018-10-08,11.160000,11.170000,11.100000,11.110000,11.110000,3571600
2018-10-09,11.080000,11.140000,11.050000,11.070000,11.070000,2891700
