Date,Open,High,Low,Close,Adj Close,Volume
2018-09-10,6.340000,6.360000,6.310000,6.360000,6.360000,2175800
2018-09-11,6.360000,6.390000,6.320000,6.360000,6.360000,2633900
2018-09-12,6.370000,6.520000,6.370000,6.500000,6.500000,3423700
2018-09-13,6.540000,6.590000,6.470000,6.550000,6.550000,3794100
2018-09-14,6.590000,6.590000,6.530000,6.550000,6.550000,2893500
2018-09-17,6.500000,6.520000,6.410000,6.460000,6.460000,1679000
2018-09-18,6.410000,6.510000,6.390000,6.510000,6.510000,3098100
2018-09-19,6.530000,6.650000,6.420000,6.630000,6.630000,4600300
2018-09-20,6.720000,6.820000,6.700000,6.800000,6.800000,5690300
2018-09-21,6.850000,7.060000,6.850000,7.030000,7.030000,10192500
2018-09-24,7.030000,7.050000,6.970000,7.000000,7.000000,4201100
2018-09-25,7.040000,7.200000,7.030000,7.130000,7.130000,5359600
2018-09-26,7.170000,7.200000,7.130000,7.160000,7.160000,3550300
2018-09-27,7.160000,7.160000,7.160000,7.160000,7.160000,0
2018-09-28,7.020000,7.060000,6.940000,6.960000,6.960000,8760200
2018-10-01,7.000000,7.070000,6.980000,7.040000,7.040000,2127300
2018-10-02,7.040000,7.060000,7.010000,7.040000,7.040000,2487300
2018-10-03,7.050000,7.300000,7.020000,7.300000,7.300000,8396800
2018-10-04,7.270000,7.280000,7.200000,7.260000,7.260000,5690404
2018-10-05,7.170000,7.230000,7.050000,7.100000,7.100000,3990900
2018-10-08,7.090000,7.180000,7.050000,7.100000,7.100000,4026300
2018-10-09,7.100000,7.160000,7.060000,7.060000,7.060000,2244600
