Date,Open,High,Low,Close,Adj Close,Volume
2018-09-10,9.670000,9.670000,9.580000,9.630000,9.630000,885600
2018-09-11,9.620000,9.630000,9.560000,9.610000,9.610000,1378200
2018-09-12,9.550000,9.630000,9.550000,9.610000,9.610000,1243800
2018-09-13,9.590000,9.610000,9.520000,9.530000,9.530000,1820700
2018-09-14,9.560000,9.610000,9.530000,9.610000,9.610000,1038400
2018-09-17,9.580000,9.580000,9.550000,9.570000,9.570000,514600
2018-09-18,9.550000,9.580000,9.490000,9.500000,9.500000,1615400
2018-09-19,9.520000,9.620000,9.510000,9.540000,9.540000,1314600
2018-09-20,9.520000,9.610000,9.520000,9.580000,9.580000,777200
2018-09-21,9.620000,9.670000,9.580000,9.620000,9.620000,1950500
2018-09-24,9.600000,9.650000,9.600000,9.640000,9.640000,569500
2018-09-25,9.640000,9.690000,9.640000,9.670000,9.670000,752700
2018-09-26,9.690000,9.860000,9.620000,9.680000,9.680000,1850700
2018-09-27,9.710000,9.850000,9.680000,9.720000,9.720000,2003700
2018-09-28,9.770000,9.780000,9.710000,9.740000,9.740000,1291700
2018-10-01,9.740000,9.800000,9.700000,9.710000,9.710000,764000
2018-10-02,9.670000,9.710000,9.620000,9.710000,9.710000,795700
2018-10-03,9.790000,9.810000,9.750000,9.810000,9.810000,810500
2018-10-04,9.780000,9.780000,9.620000,9.640000,9.640000,1545900
2018-10-05,9.630000,9.660000,9.560000,9.630000,9.630000,1095000
2018-10-08,9.620000,9.620000,9.520000,9.540000,9.540000,1442600
2018-10-09,9.540000,9.560000,9.510000,9.520000,9.520000,662000
